id,comment_id,text_original,lang_model,is_kazakh_model,is_toxic,toxic,obscene,threat,insult,hate,explanation
35,Ugz6Xvof-guTwzXU9fd4AaABAg,Қайтесің кілең тупойды отырғызып қойып,kk,True,True,True,False,False,True,False,"«тупой» сөзі адамды қорлау мақсатында қолданылған, сондықтан токсикті және қорлау бар."
36,Ugxmv6QIXFZzUqbROm94AaABAg,Осы болып жатқан жағдайларға тікелей аманат жауапты.,kk,True,False,False,False,False,False,False,"Пікірде нақты агрессия немесе дөрекілік жоқ, жай фактіге қатысты."
37,UgxEgd4_uMoVU8HrsiJ4AaABAg,Отан деп телевизордан қақсайды а так істеп отқандары қылмыс,kk,True,True,True,False,False,False,False,"Пікірде сын бар, бірақ дөрекілік немесе қорлау жоқ."
38,UgwY_1SfI5OVSxgRowx4AaABAg,Әп бәрекелді!  😂,kk,True,False,False,False,False,False,False,"Позитивті және әзіл реңк бар, токсиктілік жоқ."
39,Ugwxe6-7wCtF3_jPEhB4AaABAg,Орусча суйлоп калысыңарго баурларым,kk,True,False,False,False,False,False,False,"Жай тілдік кеңес, агрессия немесе дөрекілік жоқ."
40,UgyPohCC9x_MBsaNy2p4AaABAg,Отырык статистикамен омыр сурып жатырык орташа жалакы 468 мын деген секылды анегдот айтып отыр министирлер,kk,True,False,False,False,False,False,False,"Пікір статистикаға қатысты, дөрекілік немесе агрессия жоқ."
41,UgwwT_uLCReXIhNua2p4AaABAg,Сотқа беру керек. Технадзор құда смотрит. 😐,kk,True,False,False,False,False,False,False,"Ұсыныс немесе пікір, агрессия жоқ."
42,UgzrLCNm08skwVKHMC94AaABAg,Халык неге ундеми отырабереди халыктын колындагой енди тагы 30 жылдан сон байлар шетел асып кашады кара халык нестиди урпакка неге жан ашымайды болашакты неге ойламайды,kk,True,False,False,False,False,False,False,"Қоғамдық мәселе туралы пікір, агрессия немесе дөрекілік жоқ."
43,Ugxq1-9NmHCw7g5k2w54AaABAg,"Көп сөз - боқ сөз... деген мақал бар Санжар. Бәрі бір жеңе алмайсың, утильсбор сияқты (((",kk,True,False,False,False,False,False,False,"Мақалға сілтеме, дөрекілік немесе агрессия жоқ."
44,UgzZg2OZvu17RbuwEHx4AaABAg,Негізінде премьер миністір және жолақтардың барлығын алып баяғғы ғасырлардағыдай қазақша түрікше қайта үкімет жасақтау керек және сандарын қысқарту керек депудат сенат кешендерді алып тастау керек,kk,True,False,False,False,False,False,False,"Ұсыныс пен пікір, агрессия немесе дөрекілік жоқ."
45,Ugx0kbul8ctCu9hi7b94AaABAg,Ұрылар жойылсын,kk,True,True,True,False,True,False,False,"«Ұрылар жойылсын» деген сөздер физикалық зиян келтіруді меңзейді, бұл қорқыту және агрессия."
46,UgzqAsDonzpDTCxHF-J4AaABAg,"Жарадың Санжар! Аузын аштырмадың .Мелнкетті кері тартып отырған өңкей,осындай Ләппәй Тақсырлар!",kk,True,True,True,False,False,True,False,"Қорлау және дөрекі сөздер бар, сондықтан токсикті және қорлау бар."
47,Ugys1nANZleCwVfidqR4AaABAg,Санжар аман болшы родной! Сен сиакты жигитер коп болсын!,kk,True,False,False,False,False,False,False,"Қолдау және жылы лебіз, токсиктілік жоқ."
48,UgzGXI28FmxjWf1B-MZ4AaABAg,бирнарсе билем бизге атом станциясы керек ертен ток битип калса тагы зарлаймыз электричество жок деп,kk,True,False,False,False,False,False,False,"Ақпараттық пікір, агрессия немесе дөрекілік жоқ."
49,UgxETWuXrwDsA7fG3Tt4AaABAg,Бызде Наурызбай Районында Акжар Мкр .4 Айга Кетты  Даулеткерей. Абдилдин Кошелерын Казганынна Алы Шункыр. Автобус Журмейды. Калык Трассага Дейын 45 Остановка Жаяу Журып Жетеды. Окушыларда 50 Жылдагыдай Жаяу Мектепке Барады. осфальт Атымен Жок. Каздымда Тастады,kk,True,False,False,False,False,False,False,"Аймақтық жағдай туралы ақпарат, токсиктілік жоқ."
50,Ugx_vyo4LFSOOXnkKr14AaABAg.AJVAevBPD_HAJVXa9q98MA,​​@ЖалгасМамуов-и4ебұл С.Бокаев бұрын акиматтың ішкі саясатының басшысы болған. Н. Дариғаның қолбаласы ғой. Соны да білмейсіз бе?,kk,True,False,False,False,False,False,False,"Ақпараттық пікір, дөрекілік немесе агрессия жоқ."
51,UgzRWjuXJcVQ2lBtud54AaABAg,Шешеңнин бир жери шаштар,kk,True,True,True,True,False,True,False,«Шешеңнин бир жери шаштар» деген балағат сөздер мен қорлау бар.
52,UgxmEgqVbe4yWfRvfpl4AaABAg,"Утильзаводтың қажеті жоқ, утильді қалаларда авторазборлар жасауда және олар көлігін өткізген адамға ақша төлейді, утилден жиналған ақшаны соларға беріңдер",kk,True,False,False,False,False,False,False,"Пікір утильзавод туралы, агрессия немесе дөрекілік жоқ."
53,UgzBBWP0zYlkhVme1l14AaABAg,Боқаев биліктің саиқалы,kk,True,True,True,False,False,True,False,«Боқаев биліктің саиқалы» деген сөздер қорлау және агрессия бар.
54,UgzME_luDa_dHzExWz14AaABAg,Өз аймақтарда ауыл аудан қосылса нұр үстіене нұр болар еді. Ағай туыс жегжаттар Қазақ аңқау халық емес екенін дәлелдеу керек. Арамзалар керек емес бізге Ит мінезді адамдар тойған жеріне қызмет етеді Бартыр мінезділер туған жеріне қызмететеді. Бар болайық бір болайық елім жерімдеген Батыр болайық.,kk,True,True,True,False,False,True,True,"Әлеуметтік топқа бағытталған кемсіту және өшпенділік бар, сондай-ақ қорлау бар."
55,UgyBFqUBHC-KhpPLfw54AaABAg,Аййй Санжар жəрайсын очередной афёраны тауып аштың анау сорлы тоқаепты əбден алдап соқты ау қз алигархтары мемлекет басындағы щенділер оны тіпті адам деп те санамауды қорқпайды сыйламайды.ап твамайттар аайййй.,kk,True,True,True,True,False,True,False,"Балағат сөздер мен қорлау бар, агрессия байқалады."
56,UgwGsWufTU3tgg0pfOV4AaABAg,"Енді түсінікті картоптың бағасының неге көтергені, салған ақшасын тез қайтарғысы келгендері ма?😂",kk,True,False,False,False,False,False,False,"Әзіл мен сын бар, бірақ дөрекілік немесе агрессия жоқ."
57,Ugw0u-By1KdC--135_N4AaABAg,Санжар боқаевты қайда қойсаңда еліміз ілгерлейді тоқаев мырза осындай қолынан іс келетін азаматты неге өкіметке қоймайсыз бір жемқорларды қоясыз олсізге ыңғайлыма жегенге,kk,True,True,True,False,False,True,False,"Қорлау және агрессия бар, бірақ балағат сөздер жоқ."
58,UgxIf7o8IC9auKsKLCh4AaABAg,Барекелди,kk,True,False,False,False,False,False,False,"Қолдау білдіру, токсиктілік жоқ."
59,Ugzh2sN5Df8--okxpK54AaABAg,"Кадры Тоқаева... 😂😂😂
Молодец Санжар, покажи пример честности... ❤❤❤",kk,True,False,False,False,False,False,False,"Позитивті пікір, агрессия немесе дөрекілік жоқ."
60,Ugy0_D-FRs6seHrCQ1x4AaABAg,"Халыққа 85 аяп әзер берет, ана жемқорларға миллиардтар бля",kk,True,True,True,False,False,False,False,"Пікірде билік пен жемқорларға қатысты агрессивті реңк бар, бірақ балағат сөздер немесе нақты қорлау жоқ."
61,UgzIQhPrpJ2h3Hssv4x4AaABAg,"Санжар, бауырым, сәттілик тілеймын",kk,True,False,False,False,False,False,False,"Жақсы ниетпен айтылған сыпайы тілектер, токсиктілік жоқ."
62,UgwRgmzyHbWRJY-Uqm94AaABAg,"Анау оңбаған Қытай мен Ресейдің сілімтік сүмелегі Кемель Жемельдің аузынан шыққан арам ниет қой ол, оған анау тойымсыз ҰрыБасы ҰрыСұлтан бұйрық берген (ол тойымсыз Қалмақ Итке қазақтың жері не керек) оған бәрі бір ақша қайдан келседе, адайлар көтеріліп қақбас ҰрыСұлтан мен оның күшігі сүмелек Кемель Жемель тығылатын тесік таппай қалмасын!?",kk,True,True,True,True,True,True,True,"Пікірде бірнеше балағат сөздер, қорлау, әлеуметтік топтарға бағытталған өшпенділік және нақты қорқыту бар."
63,UgwfMQYzfMmgaXiNjxl4AaABAg,Ассалаумағалейкум Саке Алға,kk,True,False,False,False,False,False,False,"Сәлемдесу және қолдау білдіру, токсиктілік жоқ."
64,Ugwl8zvpa4qub1os_WF4AaABAg,"Шарлапайды, Склярды орнынан құрту үшін не істеу керек? Неге біздің министрлікті орыстар,ағылшындар басқару керек? Менімше  утилсбордың 1,6триллион ақшасын іздеу керек, бұған ВТО мен МФОға,Эвроодаққа жүгініп, жегеніндерін желкелерінен шығару керек, Қазақстанның тексерушілерін бізде ешкім тыңдамайды, сонда ғана бұларды түрмеге жауып,Қазақстанның ел екенін,бізде де тәртіптің бар екенін дүние жүзіне білдіреміз. Осындай иттерге басқа қандай амал бар?бастаңыздар біз қолдаймыз.🎉❤",kk,True,True,True,True,False,True,False,"Пікірде дөрекі сөздер мен қорлау бар, бірақ нақты физикалық қауіп-қатер жоқ."
65,UgzUb86yHX6IFHBEUMB4AaABAg,"Бәріне Назарбаев кінәлі, Тоқаев қорқақ жүрегі жоқ адам, қолынан ештеңе келмейді, сондықтан жүйені толықтай ауыстыру қажет.",kk,True,True,True,False,False,True,False,"Белгілі тұлғаларды қорлау және кемсіту бар, бірақ балағат сөздер немесе қорқыту жоқ."
66,UgwvKJZzthNikjBBaZh4AaABAg,Жарайсың Санжар осындай видео коп шығару керек. Қазақтын қөзін ашу керек,kk,True,False,False,False,False,False,False,"Қолдау және ынталандыру, токсиктілік жоқ."
67,UgymG1fkWGtzmJYMzcN4AaABAg,Аллаһ тағала Санжарды қорғай гөр қолдай гөр.Күш қуат бере гөр ❤,kk,True,False,False,False,False,False,False,"Жақсылық тілеу, токсиктілік жоқ."
68,UgxmuGoDqitHzEDFoLJ4AaABAg,"Ассалаумағалейкум Санжар братан, жоғары жақтан жаны ашып сізге қосылып жатқан азаматтар барма
Ато сіз барлығын айтасыз.",kk,True,False,False,False,False,False,False,"Сұрақ және қолдау білдіру, токсиктілік жоқ."
69,UgwJrPTDba7WDAw5fRB4AaABAg,СанжаргаЛайк,kk,True,False,False,False,False,False,False,"Қысқа қолдау білдіру, токсиктілік жоқ."
70,Ugx0OznogtrcvQl5ITt4AaABAg.AN9eXbDJQJeANAFVyz2e_D,АИНАЛАИЫН САНЖАР АМАН БОЛЫҢЫЗШЫ,kk,True,False,False,False,False,False,False,"Жақсылық тілеу, токсиктілік жоқ."
71,UgxYgoH3bprgUAoCaEd4AaABAg,"Қолдаимын,тоқтамаи ақырына деиін жету керек,🎉🎉🎉🎉",kk,True,False,False,False,False,False,False,"Қолдау және ынталандыру, токсиктілік жоқ."
72,UgzmfOblgSR0tiH_1Qt4AaABAg,САНЖАРДЫ қолдаймыз деген ҚАЗАҚСТАНДЫҚТАР лайк👍👍👍👍👍👍,kk,True,False,False,False,False,False,False,"Қолдау білдіру, токсиктілік жоқ."
73,Ugwd3_wVTCsH5Om0yo94AaABAg,Ия Алла,kk,True,False,False,False,False,False,False,"Қысқа діни тілектер, токсиктілік жоқ."
74,UgzFPt9AcMKLO5nNXed4AaABAg,Мы Вас уважаем. Қолдаймыз.,kk,True,False,False,False,False,False,False,"Қолдау және құрмет білдіру, токсиктілік жоқ."
75,UgxM4sCumpECkB1VkuN4AaABAg,Халықтың несібесін жеп отырған оңбағандар қақалып өліңдер.қарғыс атсын сендерді.Қазақтың қанышерлері.жаулары,kk,True,True,True,False,True,True,False,"Пікірде қорлау, қарғыс айту және өлімге тілектер бар, бұл қорқыту мен агрессияны білдіреді."
76,UgzJoxzc7r8CJwoFUZ14AaABAg,Өтірікстан,kk,True,True,True,False,False,True,False,"Пікірде елді немесе ұлтты кемсіту бар, бірақ балағат сөздер немесе қорқыту жоқ."
77,UgzZdyVFjFImCV-x5Nt4AaABAg,Кур утил жоиылсын деп дивана отырып шулаи бергеннен такие шыкпаиды. 1.   2 жыл утил алымды толемеикою керек тагыда баскадаи. Карекетке кошу керек  сондыктан билик керек,kk,True,False,False,False,False,False,False,"Пікірде нақты агрессия немесе дөрекілік жоқ, тек пікір білдіру."
78,UgwyjReL5QTMX1kQKAB4AaABAg,"МашАллаһ автор, МашАллаһ",kk,True,False,False,False,False,False,False,"Жақсы ниетпен айтылған мақтау, токсиктілік жоқ."
79,Ugy6q8FeIDAAomdn6bR4AaABAg,Мен қарсымын АЭС салынуына,kk,True,False,False,False,False,False,False,"Пікірде қарсы пікір білдіру бар, бірақ агрессия немесе дөрекілік жоқ."
80,UgxA1-NwsNAZft2hzk14AaABAg,"Токаев скажет ""Все оК""",kk,True,False,False,False,False,False,False,"Қысқа пікір, токсиктілік жоқ."
81,UgwFs1orrMdZQmVxBcR4AaABAg,Шарлатан қойсай болды қашсай ертерек,kk,True,True,True,False,False,True,False,"Пікірде қорлау бар, бірақ балағат сөздер немесе қорқыту жоқ."
82,UgztOTenxOkVwK9HZ6x4AaABAg,"Ассаумагалейкум! 1 тал шапсан, 10 тал ек деген...",kk,True,False,False,False,False,False,False,"Мақал-мәтел, токсиктілік жоқ."
83,Ugwa0A4bAuzq9L_6XCh4AaABAg,"Масқара, сорлы көргенсіз неме",kk,True,True,True,False,False,True,False,"Қорлау және кемсіту бар, бірақ балағат сөздер немесе қорқыту жоқ."
84,UgyaaA4fK1643w2JClN4AaABAg,Молодец Санжар! осылай ар азамат сен сиякты болсын,kk,True,False,False,False,False,False,False,"Қолдау және мақтау, токсиктілік жоқ."
85,UgzSntl64gmKa8WPD894AaABAg,Алға тек алға 👍,kk,True,False,False,False,False,False,False,"Ынталандыру және қолдау, токсиктілік жоқ."
86,UgyfPDZx48ZnqxbIUUV4AaABAg,Қайдан табамыз?,kk,True,False,False,False,False,False,False,"Сұрақ, токсиктілік жоқ."
87,Ugx0V0zNeAw6ntf7f0h4AaABAg,Өзіміз кінәлі бұға береміз сосын сұға береді,kk,True,False,False,False,False,False,False,"Өзін-өзі кінәлау, агрессия немесе дөрекілік жоқ."
88,UgzFUG1gdCuNml4rZ4R4AaABAg.9tTttS15Hy99tZ6ULM9sql,"Президентке Мухтар Кабулович пен Джакишев болмаса, санжардын денгейi жетпейдi.",kk,True,False,False,False,False,False,False,"Пікірде агрессия немесе дөрекілік жоқ, тек пікір білдіру."
89,UgwkhABXCjH7xv3C4JB4AaABAg,Ұят болғандықтан кеткен екен ғой,kk,True,False,False,False,False,False,False,"Жай ғана пікір, токсиктілік жоқ."
90,UgzKyrbWkJ5mjao0Jfd4AaABAg,"Солай болған жағдайда , отандық деп өндіріп жатырмыз деген көлік құралының бағасының жартысын , сол олигархтар өтесін !",kk,True,False,False,False,False,False,False,"Пікірде агрессия немесе дөрекілік жоқ, тек экономикалық мәселе туралы айтылған."
91,UgyI5znf0m9iEGDIx9V4AaABAg,Санжар жалғыз шырылдап жүгіріп жүреді.Осындай жүз Санжар болса біздің мемлекетіміздің барлық жерінде .Онда Қазақстан барлық жағынан  дамитын еді.Санжар жалғыз не істей алады.Қаншама еңбек барлық есеп қисабын дайындап апарған.Ал біздің министірлер алдында жазып дайындап берген қағазды оқи алмай мыңқылдап тұрады.,kk,True,False,False,False,False,False,False,"Пікірде сын бар, бірақ ол құрметсіздік немесе қорлау емес, бейтарап пікір."
92,UgyRi0FlKyZK180zAE54AaABAg,Үкіметте өңкеи жемқор малдар отырса Қазақтың жаулары,kk,True,True,True,False,False,True,True,Пікірде 'жемқор малдар' деген қорлау және 'Қазақтың жаулары' деген ұлтқа қарсы өшпенділік бар.
93,UgwrGEiovvv_Iusqk_d4AaABAg,Да у нас умных не любят айналаин балам абай бол таки сыны нашей бедной стране нужны денин сау болсын нагыз патриот казак жерин жерге тастамай журсин ❤❤❤,kk,True,False,False,False,False,False,False,"Пікір позитивті, патриоттық және құрметпен жазылған."
94,UgxOIy2vNQ_oSPdgtsp4AaABAg,"Өкіметке қалай сенесің мынадан кейн, 8 жылда жасаған жетістіктері осы ма. Халықтан жиналған ақшаны олигархтарға есепсіз  таратып, осыны промышленность деп отыр ма ұялмай. Халықта көтерілістен басқа амал жоқ сияқты 🔥✊",kk,True,True,True,False,False,False,False,"Пікірде үкіметке қарсы ашық сын және наразылық бар, бірақ қорлау немесе қорқыту жоқ."
95,Ugyp8hgekGjUGmC3_Dd4AaABAg,"Шарлапаевтың орнында Санжар Боқаев министр болуы керек.
Нағыз азамат Санжар.
Қолдаймыз сенімен до қонца барамыз",kk,True,False,False,False,False,False,False,"Пікір қолдау және мақтау сипатында, токсиктілік жоқ."
96,UgyDF1qyV1rj_iOLR954AaABAg,Мынауын дурыс болмады казакша быр ауыз соз айтпаганын корынып тур казактарды менсынбейтынын,kk,True,True,True,False,False,True,False,"Пікірде қазақтарды менсінбеу туралы айтылып, кемсіту бар."
97,UgxbCVH93zcHIzB_cup4AaABAg,Санжар жарайсыз. Тек алға!,kk,True,False,False,False,False,False,False,"Қолдау және мотивация беретін пікір, токсиктілік жоқ."
98,UgypQ6ru8AzsvbYVbUt4AaABAg,Санжар көріп оқып отсаңыз осы халық кезекте тұрған жер телімдерін бір көтерсең,kk,True,False,False,False,False,False,False,"Пікірде нақты агрессия немесе дөрекілік жоқ, жай ұсыныс."
99,UgzQb2yTzWGe_k8d7wB4AaABAg,Жарайсың. Нағыз азамат.,kk,True,False,False,False,False,False,False,"Мақтау және қолдау, токсиктілік жоқ."
100,UgzzGpQ_UaVMrqzLFOh4AaABAg,"Санжар молочный заводтарға баршы олар қанша сүт тасиды,  қайдан тасиды,  қанша сиырлары бар. Көбі Қытайдың порашок сүтіне және пальмового маслодан жасайды дейді.",kk,True,False,False,False,False,False,False,"Пікірде өнім туралы ақпарат берілген, агрессия немесе дөрекілік жоқ."
